,stock_id,stock_name,industry_category,list_type,list_date
2220,1907,永豐餘,造紙工業,twse,2025-09-30
2235,1909,榮成,造紙工業,twse,2025-09-30
2275,2002,中鋼,鋼鐵工業,twse,2025-09-30
2236,2002A,中鋼特,鋼鐵工業,twse,2025-09-30
2264,2006,東和鋼鐵,鋼鐵工業,twse,2025-09-30
2265,2007,燁興,鋼鐵工業,twse,2025-09-30
2266,2008,高興昌,鋼鐵工業,twse,2025-09-30
2267,2009,第一銅,鋼鐵工業,twse,2025-09-30
2268,2010,春源,鋼鐵工業,twse,2025-09-30
2269,2012,春雨,鋼鐵工業,twse,2025-09-30
2270,2013,中鋼構,鋼鐵工業,twse,2025-09-30
2271,2014,中鴻,鋼鐵工業,twse,2025-09-30
2272,2015,豐興,鋼鐵工業,twse,2025-09-30
2273,2017,官田鋼,鋼鐵工業,twse,2025-09-30
2274,2020,美亞,鋼鐵工業,twse,2025-09-30
2276,2022,聚亨,鋼鐵工業,twse,2025-09-30
2288,2023,燁輝,鋼鐵工業,twse,2025-09-30
2277,2024,志聯,鋼鐵工業,twse,2025-09-30
2278,2025,千興,鋼鐵工業,twse,2025-09-30
2279,2027,大成鋼,鋼鐵工業,twse,2025-09-30
2280,2028,威致,鋼鐵工業,twse,2025-09-30
2281,2029,盛餘,鋼鐵工業,twse,2025-09-30
2282,2030,彰源,鋼鐵工業,twse,2025-09-30
2283,2031,新光鋼,鋼鐵工業,twse,2025-09-30
2284,2032,新鋼,鋼鐵工業,twse,2025-09-30
2285,2033,佳大,鋼鐵工業,twse,2025-09-30
2286,2034,允強,鋼鐵工業,twse,2025-09-30
2287,2035,唐榮,鋼鐵工業,tpex,2025-09-30
2263,2038,海光,鋼鐵工業,twse,2025-09-30
2262,2049,上銀,電機機械,twse,2025-09-30
2261,2059,川湖,電子工業,twse,2025-09-30
2237,2061,風青,電器電纜,tpex,2025-09-30
2238,2062,橋椿,居家生活,twse,2025-09-30
2239,2063,世鎧,鋼鐵工業,tpex,2025-09-30
2240,2064,晉椿,鋼鐵工業,tpex,2025-09-30
2241,2065,世豐,鋼鐵工業,tpex,2025-09-30
2242,2066,世德,電機機械,tpex,2025-09-30
2243,2067,嘉鋼,電機機械,tpex,2025-09-30
2244,2069,運錩,鋼鐵工業,twse,2025-09-30
2245,2070,精湛,電機機械,tpex,2025-09-30
2246,2071,震南鐵,鋼鐵工業,emerging,2025-09-30
2247,2072,世紀風電,鋼鐵工業,emerging,2025-09-30
2248,2073,雄順,鋼鐵工業,tpex,2025-09-30
2249,2101,南港,橡膠工業,twse,2025-09-30
2250,2102,泰豐,橡膠工業,twse,2025-09-30
2251,2103,台橡,橡膠工業,twse,2025-09-30
2252,2104,國際中橡,橡膠工業,twse,2025-09-30
2253,2105,正新,橡膠工業,twse,2025-09-30
2254,2106,建大,橡膠工業,twse,2025-09-30
2255,2107,厚生,橡膠工業,twse,2025-09-30
2256,2108,南帝,橡膠工業,twse,2025-09-30
2257,2109,華豐,橡膠工業,twse,2025-09-30
2258,2114,鑫永銓,橡膠工業,twse,2025-09-30
2259,2115,六暉-KY,汽車工業,twse,2025-09-30
2289,2201,裕隆,汽車工業,twse,2025-09-30
2399,2204,中華,汽車工業,twse,2025-09-30
2400,2206,三陽工業,汽車工業,twse,2025-09-30
2401,2207,和泰車,汽車工業,twse,2025-09-30
2539,2208,台船,航運業,twse,2025-09-30
2540,2211,長榮鋼,鋼鐵工業,twse,2025-09-30
2541,2221,大甲,其他,tpex,2025-09-30
2542,2227,裕日車,汽車工業,twse,2025-09-30
2543,2228,劍麟,汽車工業,twse,2025-09-30
2544,2230,泰茂,電機機械,tpex,2025-09-30
2545,2231,為升,汽車工業,twse,2025-09-30
2546,2233,宇隆,汽車工業,twse,2025-09-30
2547,2235,謚源,電機機械,tpex,2025-09-30
2548,2236,百達-KY,汽車工業,twse,2025-09-30
2549,2237,華德動能,電機機械,emerging,2025-09-30
2551,2239,英利-KY,汽車工業,twse,2025-09-30
2563,2241,艾姆勒,汽車工業,twse,2025-09-30
2552,2243,宏旭-KY,汽車工業,twse,2025-09-30
2553,2245,詠勝昌*,電機機械,emerging,2025-09-30
2554,2247,汎德永業,汽車工業,twse,2025-09-30
2555,2248,華勝-KY,汽車工業,twse,2025-09-30
2556,2249,湧盛,電機機械,emerging,2025-09-30
2557,2250,IKKA-KY,汽車工業,twse,2025-09-30
2558,2252,為昇科,其他電子業,emerging,2025-09-30
2560,2254,巨鎧精密-創,汽車工業,twse,2025-09-30
2561,2255,凱銳光電,其他電子業,emerging,2025-09-30
2562,2256,歐特明,其他電子業,emerging,2025-09-30
2538,2258,鴻華先進-創,創新板股票,twse,2025-09-30
2536,2301,光寶科,電子工業,twse,2025-09-30
2513,2302,麗正,電子工業,twse,2025-09-30
2515,2303,聯電,電子工業,twse,2025-09-30
2517,2305,全友,電腦及週邊設備業,twse,2025-09-30
2519,2308,台達電,電子零組件業,twse,2025-09-30
754,2311,日月光,電子工業,twse,2025-09-24
2521,2312,金寶,電子工業,twse,2025-09-30
2523,2313,華通,電子零組件業,twse,2025-09-30
2525,2314,台揚,電子工業,twse,2025-09-30
445,2315,神達,電子工業,twse,2024-12-04
2527,2316,楠梓電,電子零組件業,twse,2025-09-30
2529,2317,鴻海,電子工業,twse,2025-09-30
2531,2321,東訊,電子工業,twse,2025-09-30
2533,2323,中環,電子工業,twse,2025-09-30
2550,2324,仁寶,電腦及週邊設備業,twse,2025-09-30
741,2325,矽品,電子工業,twse,2025-09-24
2565,2327,國巨*,電子零組件業,twse,2025-09-30
2595,2328,廣宇,電子零組件業,twse,2025-09-30
2597,2329,華泰,電子工業,twse,2025-09-30
2599,2330,台積電,電子工業,twse,2025-09-30
2601,2331,精英,電腦及週邊設備業,twse,2025-09-30
2603,2332,友訊,電子工業,twse,2025-09-30
380,2336,致伸,電腦及週邊設備業,twse,2024-12-04
2605,2337,旺宏,電子工業,twse,2025-09-30
2619,2338,光罩,電子工業,twse,2025-09-30
2609,2340,台亞,電子工業,twse,2025-09-30
396,2341,英群,電子工業,twse,2024-12-04
2611,2342,茂矽,電子工業,twse,2025-09-30
2613,2344,華邦電,電子工業,twse,2025-09-30
2615,2345,智邦,電子工業,twse,2025-09-30
2617,2347,聯強,電子通路業,twse,2025-09-30
2618,2348,海悅,其他,twse,2025-09-30
2594,2348A,海悅甲特,其他,twse,2025-09-30
2606,2349,錸德,光電業,twse,2025-09-30
365,2350,環電,其他電子業,twse,2024-12-04
2578,2351,順德,半導體業,twse,2025-09-30
770,2352,佳世達,電子工業,twse,2025-09-25
2569,2353,宏碁,電腦及週邊設備業,twse,2025-09-30
2571,2354,鴻準,電子工業,twse,2025-09-30
2573,2355,敬鵬,電子零組件業,twse,2025-09-30
2575,2356,英業達,電腦及週邊設備業,twse,2025-09-30
2577,2357,華碩,電腦及週邊設備業,twse,2025-09-30
777,2358,廷鑫,其他,twse,2025-09-26
2591,2359,所羅門,電子工業,twse,2025-09-30
2581,2360,致茂,電子工業,twse,2025-09-30
522,2361,鴻友,電子工業,twse,2024-12-04
2583,2362,藍天,電腦及週邊設備業,twse,2025-09-30
2585,2363,矽統,電子工業,twse,2025-09-30
2587,2364,倫飛,電腦及週邊設備業,twse,2025-09-30
2589,2365,昆盈,電腦及週邊設備業,twse,2025-09-30
2590,2367,燿華,電子工業,twse,2025-09-30
2510,2368,金像電,電子工業,twse,2025-09-30
2454,2369,菱生,半導體業,twse,2025-09-30
2430,2371,大同,電機機械,twse,2025-09-30
2432,2373,震旦行,電子工業,twse,2025-09-30
2434,2374,佳能,電子工業,twse,2025-09-30
2436,2375,凱美,電子零組件業,twse,2025-09-30
2438,2376,技嘉,電腦及週邊設備業,twse,2025-09-30
2441,2377,微星,電腦及週邊設備業,twse,2025-09-30
2453,2379,瑞昱,半導體業,twse,2025-09-30
2444,2380,虹光,電腦及週邊設備業,twse,2025-09-30
458,2381,華宇,電子工業,twse,2024-12-04
2446,2382,廣達,電腦及週邊設備業,twse,2025-09-30
2448,2383,台光電,電子零組件業,twse,2025-09-30
485,2384,勝華,光電業,twse,2024-12-04
2450,2385,群光,電子零組件業,twse,2025-09-30
2452,2387,精元,電腦及週邊設備業,twse,2025-09-30
2428,2388,威盛,半導體業,twse,2025-09-30
2426,2390,云辰,其他電子業,twse,2025-09-30
389,2391,合勤,電子工業,twse,2024-12-04
2403,2392,正崴,電子零組件業,twse,2025-09-30
2405,2393,億光,電子工業,twse,2025-09-30
2407,2395,研華,電腦及週邊設備業,twse,2025-09-30
369,2396,精碟,光電業,twse,2024-12-04
2409,2397,友通,電腦及週邊設備業,twse,2025-09-30
2411,2399,映泰,電腦及週邊設備業,twse,2025-09-30
2413,2401,凌陽,電子工業,twse,2025-09-30
2415,2402,毅嘉,電子零組件業,twse,2025-09-30
459,2403,友尚,電子通路業,twse,2024-12-04
2417,2404,漢唐,電子工業,twse,2025-09-30
2419,2405,輔信,電腦及週邊設備業,twse,2025-09-30
2421,2406,國碩,電子工業,twse,2025-09-30
2423,2408,南亞科,電子工業,twse,2025-09-30
2440,2409,友達,電子工業,twse,2025-09-30
425,2411,飛瑞,電子工業,twse,2024-12-04
2495,2412,中華電,電子工業,twse,2025-09-30
2484,2413,環科,電子零組件業,twse,2025-09-30
2486,2414,精技,電子通路業,twse,2025-09-30
2488,2415,錩新,電子零組件業,twse,2025-09-30
2490,2417,圓剛,電腦及週邊設備業,twse,2025-09-30
518,2418,雅新,電子工業,twse,2024-12-04
2492,2419,仲琦,電子工業,twse,2025-09-30
2494,2420,新巨,電子零組件業,twse,2025-09-30
2508,2421,建準,電子零組件業,twse,2025-09-30
2498,2423,固緯,電子工業,twse,2025-09-30
2500,2424,隴華,電子工業,twse,2025-09-30
2502,2425,承啟,電腦及週邊設備業,twse,2025-09-30
2504,2426,鼎元,電子工業,twse,2025-09-30
2506,2427,三商電,電子工業,twse,2025-09-30
2507,2428,興勤,電子工業,twse,2025-09-30
2482,2429,銘旺科,光電業,twse,2025-09-30
2480,2430,燦坤,電子工業,twse,2025-09-30
2459,2431,聯昌,電子零組件業,twse,2025-09-30
2462,2432,倚天酷碁-創,電腦及週邊設備業,twse,2025-09-30
2464,2433,互盛電,電子工業,twse,2025-09-30
2466,2434,統懋,電子工業,twse,2025-09-30
3062,2436,偉詮電,半導體業,twse,2025-09-30
647,2437,旺詮,電子工業,twse,2025-05-14
2470,2438,翔耀,電子工業,twse,2025-09-30
2472,2439,美律,電子工業,twse,2025-09-30
2474,2440,太空梭,電子零組件業,twse,2025-09-30
2476,2441,超豐,電子工業,twse,2025-09-30
2477,2442,新美齊,建材營造,twse,2025-09-30
774,2443,昶虹,其他,twse,2025-09-26
2479,2444,兆勁,電子工業,twse,2025-09-30
527,2446,全懋,電子工業,twse,2024-12-04
523,2447,鼎新,資訊服務業,twse,2024-12-04
755,2448,晶電,電子工業,twse,2025-09-24
3061,2449,京元電子,電子工業,twse,2025-09-30
3214,2450,神腦,通信網路業,twse,2025-09-30
3643,2451,創見,電子工業,twse,2025-09-30
454,2452,乾坤,電子工業,twse,2024-12-04
3645,2453,凌群,電子工業,twse,2025-09-30
3647,2454,聯發科,電子工業,twse,2025-09-30
3649,2455,全新,電子工業,twse,2025-09-30
762,2456,奇力新,電子工業,twse,2025-09-24
3651,2457,飛宏,電子零組件業,twse,2025-09-30
3654,2458,義隆,電子工業,twse,2025-09-30
3666,2459,敦吉,其他電子業,twse,2025-09-30
3657,2460,建通,電子零組件業,twse,2025-09-30
3659,2461,光群雷,電子工業,twse,2025-09-30
3661,2462,良得電,電子零組件業,twse,2025-09-30
414,2463,研揚,電腦及週邊設備業,twse,2024-12-04
3663,2464,盟立,電子工業,twse,2025-09-30
3665,2465,麗臺,電腦及週邊設備業,twse,2025-09-30
3641,2466,冠西電,光電業,twse,2025-09-30
3639,2467,志聖,電子工業,twse,2025-09-30
3616,2468,華經,電子工業,twse,2025-09-30
506,2469,力信,電子零組件業,twse,2024-12-04
3618,2471,資通,電子工業,twse,2025-09-30
3620,2472,立隆電,電子零組件業,twse,2025-09-30
516,2473,思源,電子工業,twse,2024-12-04
3622,2474,可成,電子工業,twse,2025-09-30
758,2475,華映,電子工業,twse,2025-09-24
3624,2476,鉅祥,電子零組件業,twse,2025-09-30
3626,2477,美隆電,電子工業,twse,2025-09-30
3628,2478,大毅,電子零組件業,twse,2025-09-30
480,2479,和立,電子工業,twse,2024-12-04
3630,2480,敦陽科,電子工業,twse,2025-09-30
3632,2481,強茂,電子工業,twse,2025-09-30
3634,2482,連宇,電子工業,twse,2025-09-30
3636,2483,百容,電子零組件業,twse,2025-09-30
3653,2484,希華,電子零組件業,twse,2025-09-30
3708,2485,兆赫,電子工業,twse,2025-09-30
3697,2486,一詮,電子工業,twse,2025-09-30
3699,2488,漢平,電子工業,twse,2025-09-30
769,2489,瑞軒,電子工業,twse,2025-09-25
3701,2491,吉祥全,電子工業,twse,2025-09-30
3703,2492,華新科,電子零組件業,twse,2025-09-30
3705,2493,揚博,電子零組件業,twse,2025-09-30
398,2494,廣業科,電子工業,twse,2024-12-04
3707,2495,普安,電腦及週邊設備業,twse,2025-09-30
3709,2496,卓越,其他,twse,2025-09-30
3721,2497,怡利電,汽車工業,twse,2025-09-30
3711,2498,宏達電,電子工業,twse,2025-09-30
756,2499,東貝,電子工業,twse,2025-09-24
3712,2501,國建,建材營造,twse,2025-09-30
3713,2504,國產,建材營造,twse,2025-09-30
3714,2505,國揚,建材營造,twse,2025-09-30
3715,2506,太設,建材營造,twse,2025-09-30
3716,2509,全坤建,建材營造,twse,2025-09-30
3717,2511,太子,建材營造,twse,2025-09-30
3718,2514,龍邦,其他,twse,2025-09-30
3719,2515,中工,建材營造,twse,2025-09-30
3720,2516,新建,建材營造,twse,2025-09-30
3696,2520,冠德,建材營造,twse,2025-09-30
3695,2524,京城,建材營造,twse,2025-09-30
353,2526,大陸,建材營造,twse,2024-12-04
3694,2527,宏璟,建材營造,twse,2025-09-30
3693,2528,皇普,建材營造,twse,2025-09-30
3670,2530,華建,建材營造,twse,2025-09-30
3671,2534,宏盛,建材營造,twse,2025-09-30
3672,2535,達欣工,建材營造,twse,2025-09-30
3673,2536,宏普,建材營造,twse,2025-09-30
3674,2537,聯上發,建材營造,twse,2025-09-30
3675,2538,基泰,建材營造,twse,2025-09-30
3676,2539,櫻花建,建材營造,twse,2025-09-30
3677,2540,愛山林,建材營造,twse,2025-09-30
3678,2542,興富發,建材營造,twse,2025-09-30
3679,2543,皇昌,建材營造,twse,2025-09-30
3680,2545,皇翔,建材營造,twse,2025-09-30
3681,2546,根基,建材營造,twse,2025-09-30
3682,2547,日勝生,建材營造,twse,2025-09-30
3683,2548,華固,建材營造,twse,2025-09-30
3684,2596,綠意,建材營造,tpex,2025-09-30
3685,2597,潤弘,建材營造,twse,2025-09-30
3686,2601,益航,貿易百貨,twse,2025-09-30
3687,2603,長榮,航運業,twse,2025-09-30
3688,2605,新興,航運業,twse,2025-09-30
3689,2606,裕民,航運業,twse,2025-09-30
773,2607,榮運,航運業,twse,2025-09-25
3690,2608,嘉里大榮,航運業,twse,2025-09-30
3691,2609,陽明,航運業,twse,2025-09-30
3692,2610,華航,航運業,twse,2025-09-30
3614,2611,志信,航運業,twse,2025-09-30
3667,2612,中航,航運業,twse,2025-09-30
3613,2613,中櫃,航運業,twse,2025-09-30
3557,2614,東森,其他,twse,2025-09-30
3532,2615,萬海,航運業,twse,2025-09-30
3533,2616,山隆,油電燃氣業,twse,2025-09-30
3534,2617,台航,航運業,twse,2025-09-30
3535,2618,長榮航,航運業,twse,2025-09-30
3536,2630,亞航,航運業,twse,2025-09-30
3537,2633,台灣高鐵,航運業,twse,2025-09-30
3538,2634,漢翔,航運業,twse,2025-09-30
3539,2636,台驊控股,航運業,twse,2025-09-30
3540,2637,慧洋-KY,航運業,twse,2025-09-30
3541,2640,大車隊,數位雲端類,tpex,2025-09-30
3542,2641,正德,航運業,tpex,2025-09-30
3544,2642,宅配通,航運業,twse,2025-09-30
3556,2643,捷迅,航運業,tpex,2025-09-30
3545,2644,中信造船,航運業,emerging,2025-09-30
3546,2645,長榮航太,航運業,twse,2025-09-30
3547,2646,星宇航空,航運業,twse,2025-09-30
3548,2701,萬企,觀光餐旅,twse,2025-09-30
3549,2702,華園,觀光餐旅,twse,2025-09-30
3550,2704,國賓,觀光餐旅,twse,2025-09-30
3551,2705,六福,觀光餐旅,twse,2025-09-30
3552,2706,第一店,觀光餐旅,twse,2025-09-30
3553,2707,晶華,觀光餐旅,twse,2025-09-30
3554,2712,遠雄來,觀光餐旅,twse,2025-09-30
3555,2718,全心投控,建材營造,tpex,2025-09-30
3531,2719,燦星旅,觀光餐旅,tpex,2025-09-30
3530,2722,夏都,觀光餐旅,twse,2025-09-30
3529,2723,美食-KY,觀光餐旅,twse,2025-09-30
3528,2724,藝舍-KY,其他,tpex,2025-09-30
3505,2726,雅茗-KY,觀光餐旅,tpex,2025-09-30
3506,2727,王品,觀光餐旅,twse,2025-09-30
3507,2729,瓦城,觀光餐旅,tpex,2025-09-30
3508,2731,雄獅,觀光餐旅,twse,2025-09-30
3509,2732,六角,觀光餐旅,tpex,2025-09-30
3510,2733,維格餅家,觀光餐旅,emerging,2025-09-30
3511,2734,易飛網,觀光餐旅,tpex,2025-09-30
3512,2736,富野,觀光餐旅,tpex,2025-09-30
3513,2739,寒舍,觀光餐旅,twse,2025-09-30
3514,2740,天蔥,觀光餐旅,tpex,2025-09-30
3515,2741,老四川,觀光餐旅,emerging,2025-09-30
3516,2743,山富,觀光餐旅,tpex,2025-09-30
3517,2745,五福,觀光餐旅,tpex,2025-09-30
3518,2748,雲品,觀光餐旅,twse,2025-09-30
760,2750,桃禧,觀光餐旅,emerging,2025-09-24
3519,2751,王座,觀光餐旅,tpex,2025-09-30
3520,2752,豆府,觀光餐旅,tpex,2025-09-30
3521,2753,八方雲集,觀光餐旅,twse,2025-09-30
3522,2754,亞洲藏壽司,觀光餐旅,tpex,2025-09-30
3523,2755,揚秦,觀光餐旅,tpex,2025-09-30
3524,2756,聯發國際,觀光餐旅,tpex,2025-09-30
3525,2758,路易莎咖啡,觀光餐旅,emerging,2025-09-30
3526,2760,巨宇翔,觀光餐旅,emerging,2025-09-30
3527,2761,橘焱胡同,觀光餐旅,emerging,2025-09-30
3543,2762,世界健身-KY,運動休閒,twse,2025-09-30
3558,2801,彰銀,金融保險,twse,2025-09-30
408,2807,竹商銀,金融保險,twse,2024-12-04
736,2809,京城銀,金融保險,twse,2025-09-18
3598,2812,台中銀,金融保險,twse,2025-09-30
3559,2816,旺旺保,金融保險,twse,2025-09-30
3587,2820,華票,金融保險,twse,2025-09-30
731,2823,中壽,金融保險,twse,2025-09-09
432,2827,中聯,金融保險,twse,2024-12-04
467,2831,中華銀,金融保險,twse,2024-12-04
3588,2832,台產,金融保險,twse,2025-09-30
515,2833,台壽保,金融保險,twse,2024-12-04
517,2833A,台壽甲,金融保險,twse,2024-12-04
3589,2834,臺企銀,金融保險,twse,2025-09-30
3590,2836,高雄銀,金融保險,twse,2025-09-30
3591,2836A,高雄銀甲特,金融保險,twse,2025-09-30
371,2837,萬泰銀,金融保險,twse,2024-12-04
3592,2838,聯邦銀,金融保險,twse,2025-09-30
3593,2838A,聯邦銀甲特,金融保險,twse,2025-09-30
680,2841,台開,建材營造,twse,2025-08-17
3594,2845,遠東銀,金融保險,twse,2025-09-30
370,2847,大眾銀,金融保險,twse,2024-12-04
3595,2849,安泰銀,金融保險,twse,2025-09-30
3596,2850,新產,金融保險,twse,2025-09-30
3597,2851,中再保,金融保險,twse,2025-09-30
3599,2852,第一保,金融保險,twse,2025-09-30
472,2854,寶來證,金融保險,twse,2024-12-04
3611,2855,統一證,金融保險,twse,2025-09-30
732,2856,元富證,金融保險,twse,2025-09-09
3600,2867,三商壽,金融保險,twse,2025-09-30
3601,2880,華南金,金融保險,twse,2025-09-30
3602,2881,富邦金,金融保險,twse,2025-09-30
3603,2881A,富邦特,金融保險,twse,2025-09-30
3604,2881B,富邦金乙特,金融保險,twse,2025-09-30
3605,2881C,富邦金丙特,金融保險,twse,2025-09-30
3606,2882,國泰金,金融保險,twse,2025-09-30
3607,2882A,國泰特,金融保險,twse,2025-09-30
3608,2882B,國泰金乙特,金融保險,twse,2025-09-30
3609,2883,凱基金,金融保險,twse,2025-09-30
411,2883A,開發特,金融保險,twse,2024-12-04
3610,2883B,凱基金乙特,金融保險,twse,2025-09-30
3586,2884,玉山金,金融保險,twse,2025-09-30
3585,2885,元大金,金融保險,twse,2025-09-30
3584,2886,兆豐金,金融保險,twse,2025-09-30
3583,2887,台新新光金,金融保險,twse,2025-09-30
449,2887C,新丙特,金融保險,twse,2024-12-04
3560,2887E,台新新光戊特一,金融保險,twse,2025-09-30
3561,2887F,台新新光戊特二,金融保險,twse,2025-09-30
3562,2887G,台新新光庚特一,金融保險,twse,2025-09-30
3563,2887H,台新新光庚特二,金融保險,twse,2025-09-30
3564,2887I,台新新光辛特,金融保險,twse,2025-09-30
3565,2887Z1,台新新光己特,金融保險,twse,2025-09-30
733,2888,新光金,金融保險,twse,2025-09-09
673,2888A,新光金甲特,金融保險,twse,2025-07-14
672,2888B,新光金乙特,金融保險,twse,2025-07-14
3566,2889,國票金,金融保險,twse,2025-09-30
3567,2890,永豐金,金融保險,twse,2025-09-30
3568,2891,中信金,金融保險,twse,2025-09-30
524,2891A,中信特,金融保險,twse,2024-12-04
3723,2891B,中信金乙特,金融保險,twse,2025-09-30
3570,2891C,中信金丙特,金融保險,twse,2025-09-30
3571,2892,第一金,金融保險,twse,2025-09-30
3572,2897,王道銀行,金融保險,twse,2025-09-30
488,2897A,王道銀甲特,金融保險,twse,2024-12-04
3573,2897B,王道銀乙特,金融保險,twse,2025-09-30
3574,2901,欣欣,貿易百貨,twse,2025-09-30
3575,2903,遠百,貿易百貨,twse,2025-09-30
3576,2904,匯僑,其他,twse,2025-09-30
3577,2905,三商,貿易百貨,twse,2025-09-30
3578,2906,高林,貿易百貨,twse,2025-09-30
3579,2908,特力,貿易百貨,twse,2025-09-30
3580,2910,統領,貿易百貨,twse,2025-09-30
3581,2911,麗嬰房,貿易百貨,twse,2025-09-30
